ID,question_type,question,context,PREDICTED_ANSWER
EIS01185,comparison,What is the comparison of daily truck load increases between Hanford Site and PFNW versus those exiting the Benton County area?,"The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.","The daily truck load increases for shipments between Hanford Site and PFNW are approximately six to eight per day, while only a small subset of those shipments exit the Benton County area."
EIS01186,divergent,"How might the community's daily life be impacted by the incremental increase in truck shipments, and what measures could mitigate these effects?","The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.","The incremental increase in truck shipments could potentially impact the community's daily life through slightly elevated noise levels and marginally higher traffic congestion in areas near the shipping routes. However, these effects are expected to be minimal and dispersed throughout the day, as the additional shipments would not occur simultaneously.

To mitigate any potential impacts, several measures could be implemented, such as scheduling shipments during off-peak traffic hours, using designated truck routes that minimize exposure to residential areas, and ensuring that trucks meet noise emission standards. Additionally, regular communication with the community about the shipping schedule and any anticipated changes could help maintain transparency and address any concerns."
EIS01187,divergent,In what ways could the increased traffic from offsite waste shipments spur economic or infrastructure developments in the surrounding communities?,"The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.","The modest increase in truck traffic from offsite waste shipments could potentially stimulate some limited economic activity in communities along the transportation routes. Local businesses like truck stops, gas stations, and restaurants may see a slight uptick in customers. However, the overall economic and infrastructure impact would likely be minimal, as six to eight additional trucks per day is a relatively small increase in traffic volume. It's unlikely to spur any major new developments or infrastructure projects in the affected areas."
EIS01188,funnel,What is the predicted increase in truck traffic due to the offsite shipments of secondary waste?,"The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.","The offsite shipments of secondary waste are predicted to increase truck traffic by approximately six to eight trucks per day, resulting in roughly 2,200 additional shipments annually."
EIS01189,funnel,How will the increased truck traffic affect noise levels in the area south of the Hanford Site?,"The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.",The increased truck traffic would result in small incremental increases in noise levels that would dissipate quickly in the area south of the site. The additional noise from these shipments would not be discernible from the existing truck and vehicle traffic noise in the region.
EIS01190,inference,"If there is a slight increase in truck traffic due to offsite shipments from Hanford Site to PFNW, what could be inferred about the overall noise level in the area?","The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.","A slight increase in truck traffic would result in small, incremental increases in noise levels that would dissipate quickly and not be discernible from existing traffic noise in the area."
EIS01191,inference,"In the event of increased truck shipments, what might be the impact on the potential noise in the immediate area south of the Hanford Site?","The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.","The additional truck shipments would slightly increase noise levels in the area immediately south of the site. However, the noise from each individual truck would be minimal and short-lived, blending in with the existing traffic noise. The shipments would be spread out over time, preventing a significant cumulative noise impact."
EIS01192,process,How does the increase in offsite shipments of secondary waste from the Hanford Site to PFNW affect daily truck loads?,"The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.","The increase in offsite shipments of secondary waste from the Hanford Site to PFNW would result in approximately six to eight additional daily truck loads. While this represents a slight increase in traffic, the impact would be relatively minor as the shipments would be spread out and not occur simultaneously."
EIS01193,process,How would each incremental truck shipment contribute to the noise level in the area immediately south of the Hanford Site?,"The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.",Each incremental truck shipment would contribute small increases in noise that would dissipate quickly and not be discernible from the existing truck and vehicle traffic noise in the area.
EIS01194,recall,How many additional offsite shipments of secondary waste would result from the proposed action annually?,"The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.","Approximately 2,200 additional offsite shipments of secondary waste would result from the proposed action annually."
EIS01195,recall,By how much could the daily truck loads increase due to the additional offsite shipments of secondary waste?,"The offsite shipments of secondary waste would result in a slight increase in traffic between the Hanford Site and PFNW. With approximately 2,200 additional shipments annually (mostly between Hanford and PFNW, with a small subset exiting the Benton County area for WCS or DSSI), the daily truck loads could increase by approximately six to eight per day. While this increased truck traffic would increase the potential noise in the area immediately south of the Hanford Site, there would not be large numbers of trucks transporting waste at the same time. Each incremental truck shipment would contribute small increases in noise, which would dissipate quickly. It would not be discernible from the existing truck and vehicle traffic noise.",The daily truck loads could increase by approximately six to eight per day due to the additional offsite shipments of secondary waste.
EIS01196,closed,Is the Proposed Action evaluated under existing NEPA regulations?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Yes
EIS01197,closed,Have all facilities associated with the Proposed Action been licensed and permitted for air emissions by the state regulatory agency?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Yes
EIS01198,closed,Did the TC&WM EIS assume the expansion of the onsite waste management locations?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Yes
EIS01199,closed,Are the potential emissions of toxic air pollutants from possible expansions included in the TC&WM EIS?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Yes
EIS01200,closed,Were greenhouse gas emissions discussed in the TC&WM EIS?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Yes
EIS01201,closed,Does Table G-167 of the TC&WM EIS present the emissions of carbon dioxide for Tank Closure Alternative 2B?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Yes
EIS01202,closed,Did the TC&WM EIS's evaluations include offsite transportation of waste for treatment and disposal?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",No
EIS01203,closed,Was the transportation of secondary waste by truck to offsite facilities considered in the TC&WM EIS?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Yes
EIS01204,closed,Did the DOE compare the transportation emissions of CO and nitrogen oxides only to other operations for Tank Closure Alternative 2B?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Yes
EIS01205,closed,Are there new sources of facility air emissions at the Hanford Site related to the Proposed Action?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",No
EIS01206,comparison,"How do the potential emissions from Waste Management Alternative 2 compare to the estimates of emissions for Tank Closure Alternative 2B during operations with respect to CO, nitrogen oxides, and GHGs?","3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.","The potential emissions from Waste Management Alternative 2 are lower than the estimates of emissions for Tank Closure Alternative 2B during operations with respect to CO, nitrogen oxides, and GHGs."
EIS01207,convergent,What Table in Appendix G of the TC&WM EIS presents the estimated emissions of carbon dioxide for Waste Management Alternative 2?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.",Table G-167 in Appendix G of the TC&WM EIS presents the estimated emissions of carbon dioxide for Waste Management Alternative 2.
EIS01208,convergent,Does the evaluation of potential air quality emissions in the TC&WM EIS include offsite transportation of waste for treatment and disposal?,"3.3.1 Air Quality
The Proposed Action would not involve the construction or operation of any facilities that have not been evaluated previously under NEPA or existing facilities that have not been licensed and permitted for air emissions by the applicable state regulatory agency. Therefore, the Proposed Action would not involve any new sources of facility air emissions at the Hanford Site, the offsite commercial treatment facilities, or any commercial disposal facilities. As identified in Section 2.1 of this SA, the TC&WM EIS assumed (under all alternatives) that the three onsite waste management locations (Central Waste Complex, Waste Receiving and Processing, and T-plant) were all expanded to provide a conservative evaluation of potential impacts since it was uncertain which facility would ultimately house the capability to treat and store all secondary waste. The potential emissions of criteria and toxic air pollutants associated with the construction, operation, and deactivation of these possible expansions are presented in Tables G-47 and G-48 in Appendix G of the TC&WM EIS. Greenhouse gases (GHG) are discussed in Section G.5 of the TC&WM EIS. The estimated emissions of carbon dioxide for Waste Management Alternative 2, which includes the expansion of these facilities, is presented in Table G-167 of the TC&WM EIS.
The transportation of secondary waste by truck to offsite treatment facilities and from the treatment facilities to a disposal site would generate vehicle emission pollutants, including GHG. Potential air quality emissions were evaluated in the TC&WM EIS (Appendix G) for each alternative for the construction, operation, deactivation, and closure project phases.22 These evaluations did not include offsite transportation of waste for treatment and disposal. To estimate the relative contribution of air emissions that include offsite transportation of secondary waste for treatment and disposal, DOE compared the transportation emissions of CO, nitrogen oxides, and GHGs to similar emissions for Tank Closure Alternative 2B during operations.","No, the evaluation of potential air quality emissions in the TC&WM EIS did not include offsite transportation of waste for treatment and disposal. The EIS evaluated emissions from construction, operation, and deactivation of onsite waste management facilities, but the transportation of secondary waste to offsite treatment facilities and disposal sites was not included in those air quality assessments."
